Fecha,PlotID,obsUnitId,obs_unit_id_num,Yield_kgm2,Etiqueta_Rendimiento,SPAD_Punto,Etiqueta_SPAD,NDVI_Punto,Mean_Red_Reflectance_Dron,Mean_NIR_Reflectance_Dron,NDVI_Dron,Etiqueta_NDVI_Dron,Etiqueta_FINAL
2023-06-19,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,0.34,2.0151864189990508e-07,3.847470520235968e-07,0.3125347637134641,Indeterminado,Indeterminado
2023-06-26,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,0.545,1.9435684827695786e-07,4.4999058273624105e-07,0.3967327596190055,Indeterminado,Indeterminado
2023-06-30,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,,6.019193941571324e-08,3.546993984806971e-07,0.7098423904393882,Sana,Indeterminado
2023-07-07,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,,5.876886014479671e-08,5.156666431343605e-07,0.7953856967081058,Sana,Indeterminado
2023-07-10,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,,Indeterminado_SPAD,0.705,6.888954176617957e-08,5.117140308192071e-07,0.7626968037436652,Sana,Indeterminado
2023-07-18,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,35.85,Indeterminado,,5.36104303507816e-08,5.178660647830294e-07,0.8123792288666966,Sana,Indeterminado
2023-07-24,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,32.75,Indeterminado,0.77,6.144844430703316e-08,4.961071820844632e-07,0.7795791436821187,Sana,Indeterminado
2023-07-31,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,30.875,Indeterminado,0.735,9.228502196338858e-08,4.601592693682601e-07,0.6659028850096772,Sana,Indeterminado
2023-08-09,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,27.6,Plaga,,7.978339119624407e-08,3.016541689546482e-07,0.5816699794079917,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,21.2,Plaga,,8.237749409636468e-08,2.802661789319925e-07,0.545683544353892,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,23.25,Plaga,,8.660880624672593e-08,2.078565078507587e-07,0.4117554625258612,Indeterminado,Plaga
2023-08-29,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,21.0,Plaga,,1.299507762452001e-07,2.09000217697739e-07,0.23321790720533042,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,0.0,Indeterminado_SPAD,0.27,1.5322873642633672e-07,2.171097177374483e-07,0.17249351395429144,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P15,TTADDA_NARO_2023_F1P15,15,4.12333333333333,Indeterminado,0.0,Indeterminado_SPAD,,8.041510305296746e-08,1.2376921228826985e-07,0.21232830329228794,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,,2.797387469814017e-07,2.9374533916444533e-07,0.0244236806589983,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,,2.400077093467686e-07,2.6003611281258943e-07,0.04005329648775865,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,,3.0303312842564734e-07,3.176148341687775e-07,0.023494326287926432,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,,8.307142324794024e-08,1.0375124359200064e-07,0.11069224465025809,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,52.875,Sana,0.365,9.027249687362903e-08,2.0584450347150645e-07,0.39029169707640526,Indeterminado,Plaga
2023-06-19,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,0.445,1.5209188027462176e-07,4.393405502364062e-07,0.4856829878496633,Indeterminado,Plaga
2023-06-26,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,0.675,1.3587448266046297e-07,5.197668654219491e-07,0.5855219227467516,Sana,Plaga
2023-06-30,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,,5.2741069854124043e-08,5.010385966477198e-07,0.8095232705552997,Sana,Plaga
2023-07-07,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,,5.667484338810556e-08,5.667933974376464e-07,0.8181949306253592,Sana,Plaga
2023-07-10,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,0.795,7.124701776589254e-08,5.721260469101553e-07,0.7785203587850948,Sana,Plaga
2023-07-18,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,36.725,Indeterminado,,5.984247004299362e-08,5.8900578380454e-07,0.8155424794992038,Sana,Plaga
2023-07-24,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,33.275,Indeterminado,0.78,6.348623098148188e-08,5.42296753793129e-07,0.7903994249521461,Sana,Plaga
2023-07-31,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,24.5,Plaga,0.685,9.07535976702074e-08,5.465083655364818e-07,0.7151764802859498,Sana,Plaga
2023-08-09,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,23.4,Plaga,,9.421242895159149e-08,4.3004618413776646e-07,0.6405879594560582,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,16.7,Plaga,,1.1595755372729194e-07,3.74736054836791e-07,0.5273728791103736,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,13.15,Plaga,,7.898110685215036e-08,1.6042271225116784e-07,0.34018507183408875,Indeterminado,Plaga
2023-08-29,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,2.675,Plaga,,1.1023624102746067e-07,1.7471882346068265e-07,0.2262903540565254,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,,1.3367771487848906e-07,2.0725307286646495e-07,0.21580731524609822,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P16,TTADDA_NARO_2023_F1P16,16,3.1762962962963,Plaga,,Indeterminado_SPAD,,7.37704523712908e-08,1.212186719844336e-07,0.2433377747088172,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,,2.8028328480067067e-07,2.9129899575821146e-07,0.019272310098153913,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,,2.464977694607986e-07,2.636437162130485e-07,0.033610179202739725,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,,2.914880213270841e-07,3.0422135584787686e-07,0.021375078198664913,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,,8.447001821076722e-08,1.0408646568678367e-07,0.10403486037995241,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,55.7,Sana,0.295,8.743851091529353e-08,1.926917006458837e-07,0.37572951929750736,Indeterminado,Sana
2023-06-19,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,0.52,1.4489385608209087e-07,4.3324396986556357e-07,0.49875669925389104,Indeterminado,Indeterminado
2023-06-26,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,0.505,1.512648932295434e-07,4.895684880576016e-07,0.5279119420223694,Sana,Sana
2023-06-30,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,,5.7784349211554014e-08,4.857098883279774e-07,0.7873598458995583,Sana,Sana
2023-07-07,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,,6.152129404584061e-08,6.011532514174681e-07,0.8143242577611669,Sana,Sana
2023-07-10,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,0.695,6.540957210231466e-08,5.79628086793453e-07,0.7971914625440986,Sana,Sana
2023-07-18,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,40.725,Indeterminado,,5.458700898364834e-08,6.092895028412761e-07,0.835550714594211,Sana,Sana
2023-07-24,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,36.0,Indeterminado,0.84,6.401288422322233e-08,5.88474695473564e-07,0.8037881908710988,Sana,Sana
2023-07-31,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,30.475,Indeterminado,0.645,9.297677317941911e-08,5.499032985562682e-07,0.7107492446347118,Sana,Sana
2023-08-09,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,26.8,Plaga,,9.099605023071837e-08,3.6596000175909513e-07,0.6017295324814,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,19.9,Plaga,,9.200719082587224e-08,2.937427864733834e-07,0.5229698185853929,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,21.625,Plaga,,8.114056001366429e-08,1.6052929705430798e-07,0.3285007820330475,Indeterminado,Plaga
2023-08-29,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,3.95,Plaga,,1.245981816289981e-07,1.7314637997907943e-07,0.16305318252625395,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,,1.5919721563821334e-07,2.1401150471481695e-07,0.14687301257257065,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P17,TTADDA_NARO_2023_F1P17,17,4.57925925925926,Sana,,Indeterminado_SPAD,,7.893994966886584e-08,1.1089871672640558e-07,0.1683469846495707,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,,2.8425713805649633e-07,2.9358183271054353e-07,0.01613718548901147,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,,2.4172230784665933e-07,2.568751575268216e-07,0.030390948074338512,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,,2.9472574730854443e-07,3.05864463034645e-07,0.01854628253053885,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,,8.746698307370968e-08,1.025429438806909e-07,0.07934301669722346,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,54.4,Sana,0.24,9.12661763785966e-08,1.7354449355883853e-07,0.31070620077235267,Indeterminado,Sana
2023-06-19,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,0.4,1.4665776739433745e-07,4.195832737897801e-07,0.4819952750593698,Indeterminado,Indeterminado
2023-06-26,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,0.47,1.4582165531366028e-07,4.892298213552006e-07,0.5407564247277642,Sana,Sana
2023-06-30,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,,5.332802329450416e-08,4.805743869276289e-07,0.8002330677911091,Sana,Sana
2023-07-07,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,,5.569825393841521e-08,6.153377895790922e-07,0.8339932572132781,Sana,Sana
2023-07-10,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,0.705,5.996642539462605e-08,5.92572800448594e-07,0.8162059136992521,Sana,Sana
2023-07-18,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,32.725,Indeterminado,,6.248542243503685e-08,6.478118864946222e-07,0.8240584001952771,Sana,Sana
2023-07-24,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,28.125,Plaga,0.78,7.393505023343068e-08,6.251442104290951e-07,0.7884787766029233,Sana,Plaga
2023-07-31,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,22.875,Plaga,0.7,9.179116233745165e-08,6.168600911707818e-07,0.7409412263563148,Sana,Plaga
2023-08-09,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,21.075,Plaga,,9.82543901410555e-08,5.023644531392522e-07,0.672822818530186,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,18.525,Plaga,,1.0473116509321755e-07,4.453326938317838e-07,0.6192036128390789,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,14.625,Plaga,,9.717903863213793e-08,2.943048265654344e-07,0.5035348974952312,Sana,Plaga
2023-08-29,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,7.05,Plaga,,1.1383153324371986e-07,1.8530168317018405e-07,0.238924151531111,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,0.245,1.365844045295459e-07,1.9582488042151272e-07,0.1782154668173271,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P18,TTADDA_NARO_2023_F1P18,18,4.41481481481482,Sana,,Indeterminado_SPAD,,7.70970923935778e-08,1.2878325120040694e-07,0.2510495072261929,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,,2.997104850432763e-07,3.0878882298951095e-07,0.01491922476556951,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,,2.428731114724573e-07,2.5769483378741303e-07,0.029609811126161928,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,,3.057230513170432e-07,3.1521690278195564e-07,0.015289483954512649,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,,9.272162478547906e-08,1.1007910165108228e-07,0.08558882983603538,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,53.7,Sana,0.36,9.073182197598868e-08,1.9576832156205735e-07,0.3666193611247537,Indeterminado,Indeterminado
2023-06-19,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,0.47,1.5733090705292704e-07,4.426967762379891e-07,0.47558783891426876,Indeterminado,Indeterminado
2023-06-26,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,0.535,1.513942667644864e-07,4.944971442047272e-07,0.5312082985054508,Sana,Indeterminado
2023-06-30,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,,5.903464262245749e-08,4.821027447718395e-07,0.7818127374021482,Sana,Indeterminado
2023-07-07,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,,5.479420807263768e-08,5.663205095420995e-07,0.8235617140644694,Sana,Indeterminado
2023-07-10,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,0.8,6.382353111445674e-08,5.909066935880213e-07,0.8050386901155835,Sana,Indeterminado
2023-07-18,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,39.875,Indeterminado,,4.796880096776173e-08,5.45171175480086e-07,0.838254702523901,Sana,Indeterminado
2023-07-24,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,36.525,Indeterminado,0.765,5.956327758828425e-08,5.183227339711168e-07,0.7938580398319203,Sana,Indeterminado
2023-07-31,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,24.7,Plaga,0.57,8.770439893251742e-08,4.865339612474852e-07,0.6945366070458083,Sana,Plaga
2023-08-09,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,19.4,Plaga,,7.839372278040207e-08,3.617188105694333e-07,0.6437560085657061,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,22.125,Plaga,,8.372856911521236e-08,2.640474692276693e-07,0.5184914434348571,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,4.825,Plaga,,8.184043380603461e-08,1.323718362645646e-07,0.23589406172613758,Plaga,Plaga
2023-08-29,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,0.0,Indeterminado_SPAD,,1.3052403790330438e-07,1.7667409600497464e-07,0.15022896628483234,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,,1.586458219705782e-07,2.1300544083038454e-07,0.14626512621031657,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P19,TTADDA_NARO_2023_F1P19,19,3.18222222222222,Indeterminado,,Indeterminado_SPAD,,7.890971884471007e-08,1.1075934698999942e-07,0.1679221016095755,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,,2.717007130270868e-07,2.8724275543734377e-07,0.027806107928866515,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,,2.0967692447180002e-07,2.3252496320625093e-07,0.051668795116238016,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,,2.9583270692893637e-07,3.184618886767846e-07,0.03683767024766819,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,,9.296826042164418e-08,1.2039848941586958e-07,0.1285590609366946,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,52.975,Sana,0.49,8.58185871856249e-08,1.874912140304751e-07,0.3720050521146877,Indeterminado,Plaga
2023-06-19,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,0.39,1.6170552332625782e-07,4.1234133107161564e-07,0.4366121089684457,Indeterminado,Plaga
2023-06-26,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,0.465,1.4542922927032854e-07,4.6215633127817894e-07,0.5212880663620776,Sana,Plaga
2023-06-30,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,,5.444085268557936e-08,4.934939780828599e-07,0.8012871252983498,Sana,Plaga
2023-07-07,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,,4.852444797726409e-08,6.285356291100105e-07,0.8566613226228988,Sana,Plaga
2023-07-10,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,0.845,4.828720477972966e-08,6.259926184542501e-07,0.8567739887332393,Sana,Plaga
2023-07-18,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,38.375,Indeterminado,,4.8549057829683345e-08,6.2403114053764e-07,0.855633401198741,Sana,Plaga
2023-07-24,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,33.75,Indeterminado,0.795,5.6009687920805136e-08,5.633116688527201e-07,0.8191256047987802,Sana,Plaga
2023-07-31,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,20.075,Plaga,0.695,8.173339528946803e-08,5.263207281110181e-07,0.7311640785120193,Sana,Plaga
2023-08-09,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,16.595,Plaga,,9.493018916066628e-08,4.597685482637513e-07,0.6577234352418141,Sana,Plaga
2023-08-14,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,12.675,Plaga,,9.999863484630146e-08,3.6992621943390435e-07,0.5744058483585783,Sana,Plaga
2023-08-21,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,4.475,Plaga,,8.368633808816703e-08,1.9598565926903225e-07,0.4015393827127985,Indeterminado,Plaga
2023-08-29,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,0.0,Indeterminado_SPAD,,1.1032021354803849e-07,1.8418645488302926e-07,0.25081347640955,Plaga,Plaga
2023-09-04,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,,1.347886217431206e-07,2.1416012400717046e-07,0.2274589126073214,Plaga,Plaga
2023-09-11,TTADDA_NARO_2023_F1P2,TTADDA_NARO_2023_F1P2,2,2.2555555555555604,Plaga,,Indeterminado_SPAD,,7.779748486616422e-08,1.319443408172236e-07,0.25815955293912546,Plaga,Plaga
2023-05-18,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,,2.9812575173167164e-07,3.073634600954264e-07,0.015256602732655528,Plaga,Plaga
2023-05-23,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,,2.534741068161711e-07,2.676953445200095e-07,0.02728716671205077,Plaga,Plaga
2023-05-29,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,,3.139768327985491e-07,3.2463798511196015e-07,0.016694182493750123,Plaga,Plaga
2023-06-05,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,,9.215802788984157e-08,1.0797499278507533e-07,0.07903225985343923,Plaga,Plaga
2023-06-12,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,55.125,Sana,0.335,9.810702124300584e-08,1.5935352418662183e-07,0.23788694629467663,Plaga,Plaga
2023-06-19,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,0.37,2.0082118904940867e-07,3.926520651959358e-07,0.32323423974759846,Indeterminado,Indeterminado
2023-06-26,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,0.5,1.9814374256296906e-07,4.5662292387975667e-07,0.3947653333073233,Indeterminado,Indeterminado
2023-06-30,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,,6.338719933845596e-08,3.470415323092258e-07,0.6911171443383817,Sana,Indeterminado
2023-07-07,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,,6.665053260696024e-08,4.960924546688785e-07,0.7631226541636483,Sana,Indeterminado
2023-07-10,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,,Indeterminado_SPAD,0.83,8.913096699517255e-08,5.088642001624189e-07,0.7019007112755358,Sana,Indeterminado
2023-07-18,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,35.15,Indeterminado,,5.455971398203102e-08,5.153134911029036e-07,0.8085198128453878,Sana,Indeterminado
2023-07-24,TTADDA_NARO_2023_F1P20,TTADDA_NARO_2023_F1P20,20,3.68740740740741,Indeterminado,30.675,Indeterminado,0.79,6.779918992112547e-08,4.916630739012483e-07,0.7576272992644545,Sana,Indeterminado
